Hashtags,Video ID,create_time,username ,region,video_description,like_count,comment_count,share_count,view_count ,Comments
#უკრაინა,7345394959824047367,2024-3-12,altinfo2,Georgia,#ალტინფო #altinfo #კონსერვატიულიმოძრაობა #უკრაინა #რუსეთი #მსოფლიო #ომი #ამერიკა #ფორიუ #ფორიუზე,101,5,2,1204,"1. ინტერესი ამოიწურაო და ხალხი ცოდოაოოო .აწი ჩვენი ბრალი აღარააოო ვისაც შეწირაოოო 2. უკრაინა მოიგებს თავის დეიდას, 3. 👍👍 4. 😁😁😁 5. რა არამყარია ეს დასავლეთი ხანისე ლაპარაკობენ ხან ასე. აფერისტები.😈😈😈🤮🤮🤮🐒🐵👺🐷"
#უკრაინა,7317079972533865730,2023-12-26,world__political,Georgia,🚩 სანახავი ვიდეოები უკრაინის თემაზე @მსოფლიო პოლიტიკა @მსოფლიო პოლიტიკა @მსოფლიო პოლიტიკა #მსოფლიოპოლიტიკა #სამართალი #ამბავი #უკრაინა,1742,237,858,101900,"1. ამდენი ხალხი ამოხოცეს და როგორც თავიდან მოლაპარაკებას უარი უთხრეს მაინც იმ მოლაპარაკებით დამთავრდება და ამდენი ხალხი დახოცეს რისთვის😡 2. დაღუპეს უკრაინა.ზელენსკი შენი ჯიში..... 3. მიხვდით რომ პუტინს ყლეს ვერ მოსჭაამთ? 4. მეცინება, აი თქვენი ამერიკა დაევროპა.ეხლა რას იტყვით სლავა უკრაინელები 5. რამდენი უკრაინელია მკვდარი იმათ უნდა მიწიო ესენი სუყველა"
#უკრაინა,7340274764025433346,2-27,rimdanwoaor,Georgia,ლევან ლობჟანიძე! ნიკოლოზ გელენიძე! დიდება ჩვენი მშვიდობისთვის მებრძოლი გმირების ხსოვნას! დიდება ცოცხალ გმირებს! #დიდებაგმირებს🇬🇪❤️☦️☝️ #საქართველო🇬🇪 #უკრაინა🇺🇦 #დიდებასაქართველო #გმირიამამაჩემი #საქართველო,1090,67,14,13200,"1. 🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪💪💪💪💪🇬🇪💪🇺🇦🇬🇪🇺🇦🇬🇪🇺🇦🇬🇪🇺🇦🇬🇪🇺🇦🇬🇪🇺🇦❤️❤️❤️ 2. დიდება გმირებს! ❤️ 3. 🇬🇪🇺🇦
დიდება გმირებს 4. გფარავდეთ უფალი ამინ 🇬🇪🇬🇪🇬🇪🇺🇦🇺🇦🇺🇦❤️❤️❤️🙏🙏🙏 5. დიდება გმირებს 🇬🇪 🙏🇺🇦"
#უკრაინა,7232749515583835419,2023-5-13,maiamaria78,Georgia,#საქართველო🇬🇪 #უკრაინა #დიდებასაქართველოს 🇬🇪🇺🇦 #დიდებაგმირებს 🇺🇦🇬🇪 #україна,1363,131,16,14200,"1. 🇬🇪🇬🇪🇬🇪🇺🇦🇺🇦🇺🇦💪💪💪💪🙏🙏🙏🤟🤟🤟 2. მშვიდობა გქონდეთ ბიჭებო 🇬🇪🇬🇪🇬🇪✊✊✊❤️❤️❤️🙏🙏🙏 3. უფალმა დაგიფაროთ🇬🇪🇬🇪🇬🇪🇺🇦🇺🇦🇺🇦🇺🇦💕💕💕🥂🥂 4. წარმატებები ბიჭებო,მშვიდობით დაგვიბრუნდით🇬🇪🇺🇦მადლობა თქვენ❤️ 5. გენაცვალეთ ბიჭებო გამარჯვებული დაგვიბრუნდით💪💪💪გფარავდეთ უფალი❤❤ 🇬🇪🇬🇪🇺🇦🇺🇦"
#RussianUkrainianWar,7113951857055173894,2022-6-27,@thesun,Ukraine,Russian tank blown up while navigating Ukrainian minefield (🎥: Newsflash) #ukraine #russia #war #minefields #minefield #soldiers #tank #shocking,24100,400,282,,1. shame they don't show the tank afterwards 2. They got someone who records school fights 3. They got someone who records school fights 4. They got someone who records school fights 5. Bro they just show where the mine blew acting like the tank didn’t continue driving
#RussianUkrainianWar,7112399157410811178,2022-6-23,@hotdogwithdastick,Ukraine,"Russia-Ukraine war 2022 #war #warinukraine #russianinvasion #ukrainewar #ukraine #russiawar #ww2
",33100,645,84,,"1. ik they all thinking about their wives and kids at the moment 2. Not them 🥺 why the drones 3. 😭😭war...its so much for anyone to bear. those poor men, and all vets"
#RussianUkrainianWar,7207623171237891371,2023-3-6,@militarycentralnews2,Ukraine,#russiaukrainewar🇺🇦🇷🇺 #ukraine🇺🇦 #russia🇷🇺 #ukrainecombatfootage #ukrainerussiaconflict #russianinvasion,46300,753,1202,,1. Totally needless war killing so many innocent people? Why can’t we all as a world live in harmony 2. are they even hitting anything? 😅 3. 🇺🇦🇺🇦🇺🇦🇺🇦forever 4. beautiful team work great strategy for the area there in max damage least casualties 5. One is knocked let's push guys 6. peace on earth we are all brothers
#RussianUkrainianWar,7221240040939130155,2023-4-12,@philipdefranco,Ukraine,"Russia Releases Footage Of Them Committing War Crimes #russia #ukraine

Russia has released a video of them ___ a Ukrainian soldier. Russia continues to employ ___ tactics at every single level of this war from executing entire towns to beheading prisoners of war. Russia is currently the largest terror group on the planet and President Biden should join Senate Republicans in legally declaring them as such. Several countries have already recognized Russia’s war as genocide and the President declared it one last year.
",605300,15200,8098,,1. If we are holding Russia accountable we should also hold Ukraine and the US accountable to. They have also committed many war crimes. 2. I might have to step in ngl 3. Do they have no shame 4. The US has no place talking about war crimes lol 5. That’s it’s I’m telling mom 6. NO WAY 😨 like both sides dont do this 💀 7. Ukraine does the same thing 💀
#RussianUkrainianWar,7239369131814882566,2023-5-31,@petualang_z,Ukraine,🇷🇺 #russian #masukberandafypシ,81100,754,633,,1. love from afghanistan🇦🇫🇦🇫🇷🇺🇷🇺 2. ❤️Mother 🇷🇺  3.  ❤️Chechen fighters👍👍💪💪 4. what unit is that 5. im from Indonesia always support you don't worry ALLAH ALWAYS WITH YOU ALL💪💪💪 6. Grenade launcher? that's their version of the MK19 7. are those mines being launched? 8. Thats the automatic grenade launcher... nice. Wish I had me a few of those 😂
#PrayForUkraine,7072352968917470465,2022-3-7,@chantegeyser,Ukraine,Praying for 🇺🇦 🙏.... #fyp #prayingforukraine #chantegeyser #xyzbca #viral #foryourpage #acting,219400,4589,352,,1. this about Ukraine not u being early guys🤦🏽‍♂️ 2. This shouldn’t happen🥺 3. Praying for Ukraine 🇺🇦 please make one for Palestine 🇵🇸 as well 🥰 4. Wow this is the best one of these yet. Prayers for Ukraine. 🇺🇦 ❤️ 5. And nobody talks about Palestine or other countries.. 6. why does no one know the story. 7. why does no one know the story.
#PrayForUkraine,7207602330609437994,2023-3-6,@_garand_thumb_,Ukraine,🙏we pray for you. 🇺🇦 you all are so strong 🇺🇦 #ukraine #foryoupage #war #russia #fypシ゚viral #fyp #fypシ #fyppppppppppppppppppppppp,2567,237,34,,1. lets all pray for them 2. I don’t want the U.S. to get involved. Both sides are corrupt 3. Also go watch the interview with the American who defected to Russia 4. Pray for them 5. No bro y bro y this hurts me 6. Gods with you
#PrayForUkraine,7068814845554134318,2022-2-25,@nenaaida,Ukraine,#prayforukraine #letspray #prayerschallenge,1491,369,122,,1. Prayers for a swift end to this tragic event!! 2. Prayer's for all in Ukraine 3. So Sad 😢☹️🙏🏻 Ukraine ❤️your all in my Prayers 🙏🏻 God please End this Look over those Poor People & the innocent Children 🙏🏻❤️❤️❤️❤️❤️❤️ 4. Sendingprays 🥰🥰 5. They call them Ghosts 6.  the are the Spirit of Ukraine!!!🇺🇦🇺🇦🇺🇦 Slava Ukraine!!!🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦Long Live Ukraine!!!!!
#russianinvasion,7068404968402816303,2022-2-24,@jonbezrouch,Ukraine,Russia invaded Ukraine by air land and sea. #ukraine #russia #war,18200,342,693,,"1. I don’t understand why they are doing this. So many lives are going to be lost. 🥺,I 👀 humans will NEVER learn to just CO👏🏾EXIST👏🏾... Without someone trying to ""OUT DO THE OTHER"" ... I wish we could just let people be themselves,I don't believe they have any humanity when it comes to human life they only are concerned with power and control. I am so sorry,God Help Them,For what. For what?!,Are you okay? Are you able to get somewhere safe?,As a Ukrainian it hurts more than they could know"
#russianinvasion,7211159439502494981,2023-3-16,@chernobyl_guide,Ukraine,"🇺🇦 The Antonov An-225 Mriya was destroyed in the Battle of Antonov Airport during the 2022 Russian invasion of Ukraine 💔
More on my IG: lady.adventure_
#ukraine #ukraine🇺🇦 #war #ukrainewar #ukrainenews #ukrainetoday #standwithukraine #fyp #viral",178100,2301,3867,,1. Very Eery. Good to see they’ve stripped down the parts which are in a state of being reusable. Hope to see her back in the skies soon! 2. I am still curious why they did not move it knowing an attack was eminent. 3. I'm really sad 😢 4.  am an agveek and it’s sad also for war its sad 😞 5. i’m screaming 6. This is so heartbreaking 😭😭 7. The end of an era
#russianinvasion,7133212687646854405,2024-02-12,@tosha.lenko,Ukraine,Day 173 of russias 3 day of invasion #славаукраїні #зсу 🇺🇦⚔️,83800,703,997,,1. i know that map. hit Goshen for some snacks 2. Bro is in interchange 3. Bros playing metro exudes 4. damn Streets of Tarkov looks dope 5. also car battery spawns on that shelf 6. Tarkov graphics have gotten pretty good. 7. the Ukrainians will be teaching us about urban conflicts
#UkraineWillWin,7204222449951591723,2023-2-25,@larysako,Ukraine,#ukrainewillwin #supportukraine #helpukraine #nato #leadership #united24 #zelensky #slavaukraine #🇺🇦🇺🇦🇺🇦💙💛,712,875,101,,1. ukrain is not in Nato. nato is giving him billions. let Europe take care of this 2.  They have had so much money they can buy an army 3.  ppl are sick of the hand outs 4.  let nato support them 5.  is that a threat? 6. I am staying the course. Slava Ukraine 🇺🇦💛💙🇺🇦💛💙🇺🇦💛💙🇺🇦💛💙I guess the word ceasefire doesn’t exist in Russian or Ukrainian 7.  Still with Ukraine. All the way to victory
#UkraineWillWin,7321363062290697514,2024-1-7,@callsign_alaska,Ukraine,"The battle for Hostomel Airport was the first ground battle of the Russian invasion after its commencement in February 2002. Beginning early on 24 February, the battle itself only lasted around 36 hours. A Russian air assault was attempted against the airfield, with its mission being to seize the Hostomel airport, creating an airhead for the subsequent air-landing of a larger Russian force of infantry and light armour.
The location of the airfield, approximately 20 kilometres to the northwest of Kyiv, was key. Russia aimed to use the capture of the airfield as a springboard to ‘march on Kyiv’, hopefully overthrow the government, and as a minimum, pressure Ukraine into political accommodations.
A Ukrainian National Guard unit - the 4th Rapid Reaction Brigade - had around 200 troops based in close proximity to the airfield. With very short warning of the Russian air assault, the commander of the troops was able to deploy his soldiers to shoot down Russian helicopters and ensure that the Russians were unable to use their preferred landing zone for their air assault troops. Supported by Ukrainian artillery, the Ukrainian national guard troops imposed sufficient delay on the Russians to allow deployment of additional Ukrainian units to defend the airfield.
The Russian air land operation was cancelled, and the Russians instead conducted a ground advance south from Belarus to seize the airfield with several mechanised Battalion Tactical Groups. While the Ukrainians eventually withdrew from the airfield on 25 February, their actions on 24 February prevented the Russian coup de main on Kyiv. This set the operational conditions for the eventual defeat of the Russian invasion in northern Ukraine.
#russian #russia #military #miltok #militarytiktok #callsign_alaska #ukranianspecialforces #ukrainearmy #ka52alligator #mi24hind #hostomelairport #viral #like #fyp #fypage #vrialvideo #militarytiktok #deployed #fyppppppppppppppppppppppp",2138,143,32,,1. Baffled how they fucked up so hard and lost the battle of hostomel 2. Most of these guys are dead now 😂 and what for. Literally retreated from the area later 3. thank God i was born in the USA 4.  this couldve been me. on either side. 5. That helicopter also got shot down 6.  and they had to land 7.  and I’m pretty sure they didn’t get captured 8. russia went from quick war to now accepting its going to be a long one and ukraine should do the same
#UkraineWillWin,7113217231303101697,2022-6-25,@gnooq1379,Ukraine,한국에서 우크라이나를 응원합니다.🇺🇦❤️❤️💪🏻,79600,6359,981,,1. bro ur dreaming💀💀💀💀💀 2. Poutine right now:😔⛓️🥀🥀😿😿⚫😢 3. future is.. UKRAINE WIN THE WAR!!! 4.  Thank you for your support 🇺🇦💛💙🥰 5. сделал больше чем нато 6.  лучшийukraine vay tiền
#UkraineWillWin,7270894414942326049,2023-8-24,@earthsupportsyouukraine,Ukraine,The 🇺🇦Ukrainian military in an original way shot down a 🇷🇺Russian quadcopter that came under the influence of radio-electronic warfare#slavaukraine #ukrainewillwin #war #russiainvadesukraine #russiaterorriststate🇷🇺 #soldier#fightforland #fightforlife #peacefromukraine #zsu #heros #🇺🇦,294400,2765,35700,,1. so thats the biological weapons they have been talking about 2. that's the anti air branch 3. general..we are getting attacked by their whole branch !! 4. modern problems require dawn of man solutions. 5. The strong Ukraine millitary equipment. 6. improvised anti drone weapon
#UkraineWillWin,7251623192182279425,2023-7-3,@soldierukrainewin,Ukraine,🇺🇦❤️🥺#army #soldier #ukraine #ykpaïha🇺🇦 #strong #viral #cool #fakesituation⚠️ #fakegun⚠️ #fakewar⚠️ #fyp,220400,2949,2214,,"1. i am so sorry stay safe the war will be over soon 2. Rip soldiers be with are gods😇🫡🇺🇦🇺🇦🇺🇦 3. So pls don’t die for we and you’re family pls😭 4. Keep fighting, keep fighting🥹🥹❤️‍🩹 5. PLEASE PUT YOUR HAT ON. STAY SAFE N OUT OF SIGHT AIM WELL STAY ALIVE YOU ARE LOVED N RESPECTED SLAVA UKRAINE N ALL HELPERS 🇺🇦🇬🇧🌎♥️♥️🙏🏼🙏🏼💪💪"
#UkraineWillWin,7218326880460623146,2023-4-4,@augustlapine,Ukraine,The reason 🇺🇦 is winning #animatedmap #educational #journalism,7174,136,139,,1. Ukraine isn’t doing well bro 2. Those things mean nothing bruh 3. they not losing its a 1vs51 russia us fithing nato it self and still winning 4. Russia will look completely different in some years. Interesting times to come on the world scenery. The EU will paradoxically get stronger out of the 5. Haven't seen a single one of these guys in a single combat footage clip 6. No no they’re just adhering to a very old rule 7.  one America failed to abide by during the Vietnam war: You don’t draft the urban middle class.
#UkraineWillWin,7207472950939798810,2023-3-6,@petualang_z,Ukraine,Russian Troops In Ukraine #war #virallll,122100,8524,3998,,"1. Putin is choosing quantity over quality 2.  No match for Nato weapons. Museum things.... Vaz/Lada VS Mercedes. Tin-cans VS Javalin 😁😂 3. This was before russians entered Ukraine. Now these tanks are crab. 4. long live Ukraine 🥰 5. Greatest army ever 6. that was over a year ago 98% of equipment in this video doesn't exist anymore 😳

"
#UkraineWillWin,7121340264785906949,2022-7-17,@yashokk,Ukraine,#stopwar #ukraine #pleasestop,959200,19000,5487,,1. some of the people are so immature in this comment section. it's sad what goes on in ukraine everyday. stay strong guys. 💙💛 2. It’s getting worse I really hope Ukraine will win 3.  and I am so sorry for all the people who lost their homes and even family Слава Україна 🇺🇦 4. But the question is 5.  have you seen Palestine as more important than you? 6. I surport Ukraine but this is funny 7. So sorry for you ik it hurts a lot be what matters is you to be safe 8. Peaople looking at Ukraine forgetting what is happening to 🇵🇸
#StopWarInUkraine,7137644238057082118,2022-8-30,@valerisssh,Ukraine,Just a reminder about my home🇺🇦 #ukraine #russiastopthewar,6300000,56400,23000,,1. Yall r sick this is a video about war in ukraine not anywhere else its not a competition if a different war came up youd shift ur attention to that 2. Everyone stopped paying attention. Pray for Ukraine 3. the fact that it's been months and I don't hear nothing anymore. 4. I think about Ukraine sometimes. The way the world just moved onto the next. I hope you and your fam are healing ❤️‍🩹 5. And yet there are people who still think there is no war.... 6. I have no doubt Ukraine will be the leading Country in the region. Militarily and economically. Hang in there 💙 7.  I hope that everyone and you and family stay safe 🙏🏻 💓 🇺🇦🇺🇦🇺🇦
#StopWarInUkraine,7325142689547144480,2024-1-17,@visit_ukraine/,Ukraine,#українськийконтент #ukraine #українськийтікток #україна🇺🇦 #visitukraine #ukrainewar #ukrainetiktok #russiaisaterroristate #stopwarinukraine #ukrainewar,40200,1096,1425,,1. facts 2. truth 💯💙💛💙💛 3. boost!! 4. Слава кожному герою та героїні 5.  що боронять нашу країну... 6. ах 7.  моя польські однокласники обожнюють руську естетику🤭 8. Боже 9. як я їх ненавиджу 😭😭😭 10. не забудемо і не пробачимо
#StopWarInUkraine,7243883383841950981,2023-6-12,@military.ua9,Ukraine,#путінхуйло🇺🇦 #ukraine🇺🇦 #war #kyiv #київ,746900,10700,14400,,1. I get the creepiest goosebumps when I hear a siren 2. i dont/didnt even live in Ukraine but those sirens make feel uncomfortable.. 3. at my birthday :( 4. Wow it’s already that long ago😳 feels like it began last week 5. it's been a year now 😭 6. Imagine you wake up to a siren just to realize youll be in a war that wont end
#StopWarInUkraine,7111322659358592262,2022-6-20,@jezusmariia,Ukraine,Feb 24 #war #stopwarinukraine,5300000,18800,23100,,1. I am so sorry for this !🥺🥺🥺 2. So unreal… and people in Canada want to protest because of masks.. heart breaking. So sorry 3. this is so sad 4.  europe prays for ukraine!❤️ 5. How is it now? They stopped really showing what's happening. 6. nobody deserves this. from one moment to another your life changes forever 7. freedoom for everyone russia or urkaina or Palästina WE ARE THE SAME 8. We are complaining about gas prices but I can’t imagine what you’re going through. Pray for Ukraine 🇺🇦 ❤️
#RussianMobilization,7152237813721992494,2022-10-8,@prestonstew,Ukraine,"Overall size of the Russian mobilization. 300,000 has been thrown out there but there are rumors of one million being the goal.",11800,199,19,,1. The real question is their will to fight so far it doesn’t seem like they’re interested in fighting 2. Nice Video mate! You're the most unbiased account in this app so far! 3. It’s a huge number of the draftable soldiers 4.  and will be very difficult to supply 5.  and to economically replace. 6. I doubt that they have the weapons to arm them atm 7.  certainly won’t have the winter clothing! 8. The regular army didn’t even want to fight. The “mobilized” army will be instant surrenders. 9. Question: can Russia support and run supply chains to support the mobilization? From watching the reports it seems like no. What do you think? 10. Before the war we we told Russia had over 1 million troops. So why are they calling up the reserves
#RussianMobilization,7197891535785037102,2023-2-8,@prestonstew,Ukraine,Signs of a Russian offensive,89300,2622,602,,"1. ""North Vietnam won't win"" 2. (South Vietnam capitulates) ""The Taliban are losing""(The taliban win after 20 years) ""Russia is losing""...... 3. if ukraine is winning why are we sending stuff to ukraine? 4. These Abram tanks and leopard two tanks aren’t gonna do anything they will all be destroyed within a week. 5. another defeat for Russia. 6. #4 you should always say that to increase readiness and pressure you allies to hurry up 7. why do we announce what equipment we're sending to them 🤔 wouldn't it be better if we didn't?"
#RussianMobilization,7213475782801345793,2023-3-22,@globalreservecoin,Ukraine,#kyiv #lugansk🇷🇺 #force #russia #troops #mobilisation,7417,528,265,,1. but Ukraine is winning on cnn 🥰😁 2. So where is all that money gone I wonder 3. This is because of their leader's love for Dollars he doesn't mind about their lives. 4. Russia 🇷🇺 5. RT very reliable 😂 6. Is this the launch of the new Russian navy flagship after the sinking of the Moskova? 7. is that boat from 1955 as well? 😂😂😂😂😂😂😂 8. Munitions ? Why are Ukrainians so under funded ? Food and equipment ?
#StandwithRussia,7255045235431034139,2023-7-12,@sigmagod80,Ukraine,What did bro do #viral #viralvideo #4upage #police #mafia #russia #sigma #coldmoments,78700,290,309,,1. wait is that the Russian mafia? 2. I might be blind but is one of those guys with OMON? 3. He passed and brake checked the red van. 4. It's not mafia 5.  it's secret police and other police like ОМОН 6. how many damn people got out of that one suv??? 7. Bro it’s not the mafia of better is OMOH 8. That’s corruption 😭 9. There are no Mafia 10.  thats the ОМОН (OMON) Its a Russian Special forces like SWAT or TEK.
#StandwithRussia,7079070691324120347,2022-3-25,@nobodyisugly_,Ukraine,Thanks to Indonesian🇮🇩 #usapropaganda #indonesia🇮🇩 #indonesiansupportrussia #russia🇷🇺 #standwithrussia #vladmirputin,50900,9965,642,,1. Puck Futin 2. shame on Russia people 3. Slava Ukraine 🇺🇦 4. I didn't know Indonesia support innocent civilians killing. Shame on you! 5. RUSIA is the best.. 6. Don't mention it.. We both Indonesia and Russia are brother... ✨ 7. 🇺🇸🤝🇺🇦🦾🦾😤😤
#StandwithRussia,7261640581779066158,2023-7-30,@bal.d.backup,Ukraine,#africa #russia #china #india #usa #europe,326500,19900,38000,,1. Ahhh so this is why UFOs are real now 2. it's about damn time 3. I can bet my last cent Gaddafi is smiling in his grave this was his dream to see Africa United standing together now the Western are worried 4. The US has NO clue they’re already DONE 5. I think the US and Europe better think twice.. being greedy got them in this situation. 6. he dream of Gaddafi isn't dead 7. makes sense africa is tired of what the usa did 8. It’s time to be free 🫡 9. Please Lord protect Africa🙏♥️❣️
#WarZone,7268566007214591237,2023-8-18,@jonasz4you7,Ukraine,Para petarung digaris depan menyapa anda dengan penuh semangat.🤙#army #warzone #tiktok #pmcwagnerrussia #fyp #wararchivez #war #specialforces #russian #military #rusia,124800,2207,1486,,1. Chlapi Respect 💪 ❤️Z 🙏 2. @~A:🤎 are kaka to key chit awe?? 3. slava russia 🇷🇺 4. Киров 😏 5. I know which ones play COD 6. love rushian soldiers. 7. Киров 🥰
#Ukraine #Russia,7249013915269598465,2023-6-26,@lastnight9999,Ukraine,smile #fyp #ukraine #russia🇷🇺 #tiktok #uk #men,900000,9177,15600,,1. I see him more than my family 2. I see this guy more than my dad 3. Sniper: what is love💀 4. i just saw this from above 5. 😳💓 6. #russia🇷🇺 7. guys it is airsoft
#UkraineAttack,7241179341424430363,2023-6-5,@thesun,Ukraine,Russian TV was hacked with a video taunting Putin over the start of Ukraine’s counter-strike amid claims the long-awaited attack has begun 🎥: East2West #fyp #russia #ukraine #vladimirputin #putin #zelensky #news #worldnews #foryoupage,1100000,11300,81200,,1. NATO giving them money to make trailers now? 2. The 3rd one is Ryan Gosling 3. there will be no announcement about the start... puts it on all their tv screens 🤦 4. omg it's the walking dead season 10 promo!!! 5. such a buildup for such a flop 6. And now they’re all withdrawn 😂😂😂 7. How did that turn out for them ? 😅
#UkraineAttack,7155492013910314286,2022-10-17,@cbsmornings,Ukraine,"Waves of “suicide drone” attacks struck Kyiv and other Ukrainian cities, reportedly killing several people — as Russia continues denying that it’s targeting civilians. #news #ukraine #ukraine🇺🇦 #ukrainewar #kyiv",725,16,26,,1. Ukraine is using civilians as human shields 2. TikToks censorship limits views likes and comments. Thank you for sharing the news.. We love you🥰🥰🥰 TikTok is soon to get a tune up 3. Look up what nato and America PURPOSEFULLY targeted when it attacked Serbia. End Nato or we end Europe and continue on to America 4. Murderers. May invaders suffer eternal torment. 5. black sheep management 😅 6. 😂😂🤣🤣 Let’s go Russia fuck Ukraine 7. The king is he can do everything he wants
#UkraineAttack,7152144715557932334,2022-10-8,@philipdefranco,Ukraine,"Ukraine Takes Out Crimean Bridge #ukraine #FlexEveryAngle
The Crimean Bridge has partially collapsed! Initial reports say that it was a special forces attack on a fuel train going over the bridge. The explosion has caused the rail and road to collapse. Sad Vlad spent 3.7 billion dollars on building this bridge that connects Russia to Crimea. It’s a key part of his legitimacy and legacy and Ukraine just took it out and they did it on his Birthday. #russia",940800,5773,13000,,1. the disrespect 💀 2. And then their twitter legit said “nice burn” 3. Ukraine aint playing around. 4. Ukraine in a Maj Payne voice: You ever hear the story of the little engine that could? 5. how will this affect minecraft servers? 6. They need to stop poking the bear. I don’t want nuclear war 🥺 7. Would it actually have a big impact on military transportation or just a show of force? 8. if this was special forces that is amazing. I think it would make more sense that it was airpower though
#UkraineAttack,7266130196284050720,2023-8-11,@thesun,Ukraine,Horrifying moment children screamed as Russian missiles flew overhead (🎥: East2West News) #ukraine #russia #war #missile #attack #vladimirputin #zaporizhzhia #news #worldnews,81900,2883,7743,,1. Must be terrifying for the children. 🙏🙏🙏 2. @Leon😎 it’s that rocket thing from fn 3. Bro I missed a live event?! 4. I'm sry. That's horror. I hope the whole entire situation gets resolved. 5. How is this still carrying on! 6. I have so much heartache for these children and the country as a whole 😭😭😭 7. Heart breaking this war needs an end
#UkraineAttack,7068144125329083694,2022-2-23,@gadischwartz,Ukraine,The moment sirens in Kyiv begin to sound as the Ukrainian capital comes under Russian attack. #ukraine #kyiv,405400,5808,16200,,1. She is so scared. 2. You guys are so strong when you’re reporting. I would 100% be crying. 3. That has to be the most terrifying sound and feeling. 4. God protect Ukraine 🇺🇦 5. Can country and organizational leaders just CHILL. It has been a really rough 2 years. 6. We are living in history 7. 🥺 Praying for her and everyone. Lord have mercy on us all. 8.
#UkraineAttack,7069447970072333614,2022-2-27,@yahoonews,Ukraine,At least six people were injured in the attack. #Ukraine officials say #Russia has targeted at least 40 civilian sites. #news #yahoonews,140900,3057,4187,,"1. Strong building! 2. Swear I seen this building on cod 3. Wow. Strong building. Didn’t even drop. Either weak missile or the people that built the twin towers didn’t know what they were doing. 4. Cause.. apartment buildings are so militarily important 5. Is this Russia’s idea of a high value target? 6. In fact, Ukraine blew itself up and the real news has been blocked 😅 7. i wonder,how the cameraman know that building will be the target?? anybody? who can explain??😌"
#UkrainianSoldier,7218599185912974638,2023-4-5,@cowboyjack22,Ukraine,Lesson learned: don’t use made in China 🪖 helmet #military #military #militarylife #militarytiktok #militaryhistory #miltok #miltokcommunity #fyp #ukraine #russia #foryou #foryoupage #foryourpage,25200,350,189,,1. No one going to talk about the patch on buddy’s helmet? 2. BRO SAID MADE IN CHINE 3. Ah yes a bump helmat stopping a bullet 4. why want say chinna 5. no one is going to talk about the black sun patch on the back of his helmet? 6. respect the sniper man💪👌 7. He carred on but think he took a brack and was ok and help solder haveing a rest as he was in shock so hope he sore a dr 8. “Which was not made in china” that shot prolly hit harder than that sniper bullet. 9. Why soldier helmet with aiming mark? 😂
#UkrainianSoldier,7165214709770177798,2022-11-12,@ukraine.ua,Ukraine,"This is one of those moments we are fighting for ❤️‍🩹 A Ukrainian soldier approaches his home in Kherson where his grandma meets him, kneeling to the ground. Video: Yurii Sobolevskyi / Facebook",4200000,27200,18500,,1. the feeling is compassionate 2.  meeting your love one after the toughest moment of your life 3. This one tears me up. 4. Sending love and support from Georgia 🇬🇪 🇺🇦 5. we lost over 10 citizens today ....but we thank God we are alive....♥️🇺🇦ukrainwillwin♥️🇺🇦🇺🇦 6. Words cannot express what I feel. I am so moved to tears. God bless you!❤️ 7. this is so heartbroken yet so heartwarming to see grandma be able to hug her assuming grandson. 8. This is all what we go through 🥰 9. love for ukraine ❤️❤️🖤🖤 hope it ends fast ❤️🙏🙏
#UkrainianSoldier,7224377658899991835,2023-4-20,@.______________,Ukraine,#ukraine #russia #ww2 #ww3?,89200,640,671,,1. Only if he did it in a German accent 2. BAHBAHABA ME WHO KNOWS THE TRANSLATION OF BOTH THINGS HE SAID IN RUSSIAN AND GERMAN 3. I think we can all agree we all have fear Germany in some ways. 4. Bro scaring an empty tank 5. Russia is scared of Germany (I think) 6. erm... dude what the flip 7. Doesn’t even sound German sounds Dutch 8. It’s empty lol 9. no one in there its an abandoned tank 10. I wouldve been shitting bricks
#UkrainianSoldier,7195783960729832750,2023-2-2,@dangodjango,Ukraine,#afu #ukraine #ukraine🇺🇦 #saveddog,115600,541,3524,,1. poor dog don’t understand whats going on this world 2. The fear in the dogs eyes 🥺🥺🥺🥺🥺 3. the fact that 4.  that was someones dog- 5. God bless Ukraine for your kindness 6. Poor thing is terrified 🥺 nobody deserves to experience this and yet somehow most have. Bless you all 🇺🇦❤️🙏 7. Such good people 8.  thoughts and prayers are with everyone in Ukraine. Terrible tragedy should never happened never🥺 9. I just hope all this ends soon. Thank you to the brave man that helped this dog. 🙏
#UkrainianSoldier,7320941168135572768,2024-1-6,@teamofukrainiansoldiers,Ukraine,#army #soldier #ukraine #fyp #foryou #tiktoksoldier,161900,2904,1490,,"1. Keep up the great work lads, stay safe. 2. Stay safe Ukraine 🇺🇦 army god bless you Amen 🙏 3. take care, brave warriors, heroes💪💪❤️❤️❤️❤️🤝🇺🇦🇺🇦🇺🇦 4. Always praying for you dear soldiers and the rest of Ukraine. Take good care and be safe. Glory to Ukraine! 🇺🇦 5. God bless you dear hero's.. what dangerous work you have to do .. thinking of you all ��🥰🥰 big hugs 🥰🥰 SLAVA UKRAINE 🇺🇦 🇺🇦🇺🇦🇺��🇺🇦🇺🇦🇺🇦 6. Total Respect 🇺🇦💪🇺🇦 7. everything was perfect the spot-on the camera man was filming like in the movie 🎬 8. omg stay safe Ukraine"
