Hashtags,Video ID,create_time,username,region,video_description,like_count,comment_count,share_count,view_count,Comments,Sentiments,Majority Category,Other Languages than English,Sentiment of other Language,Description Sentiments,Description_comment_match,Video_Sentiments_Inferred
#ChildrenOfWarUkraine,7309576924110605573,2023-12-6,@bilykkate,Ukraine,"Thank you to everyone who helped me bring joy to child refugees on St. Nicholas Day, children who fled from the occupation and have witnessed and endured the unspeakable horrors of war in Ukraine. #🇺🇦 #ukrainian #ukrainewar #fyp",627,41,2,,"1. good job 👏 👍 2. Kate how can we help? 3. Amazing beautiful with a big golden heart 👌 4. full respect🥰🥰🥰🥰 5. Amazing- is there a donation link somewhere in your bio? 6. 🇺🇦Thank you so much, Kateryna ❤️ 7. wow looking so nice congrats dear friend 🌹🌹🌹 8. you have a heart of gold 💛 9. Happy Children Warm Hearts 💕 of Gold 10. tienes un buen corazon.🥰🥰🥰. thanks for being you 😊","1) Neutral Sentiment
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Neutral Sentiment
5) Neutral Sentiment
6) Inclined towards Ukraine
7) Neutral Sentiment
8) Neutral Sentiment
9) Neutral Sentiment
10) Neutral Sentiment",neutral sentiment,10. tienes un buen corazon.🥰🥰🥰. thanks for being you 😊,10) Neutral Sentiment,1) Inclined towards Ukraine,unmatched,Opposite Sentiments
#ProtectCiviliansUkraine,7298491584084135214,2023-11-6,@what.history,Ukraine,"Footage from ukraine, educational purposes only #history #footage #educational",121900,1284,344,,"1. I've seen a claymore explode as a demonstration to the devastation they cause. pray you never walk into one 2. Bouncing betty🤣🤣🤣 they can’t be used in the battlefield anymore pal 3. a boat oar, those guys are animals 😂 good luck putin 👍 4. Ukraine? Do people still watch that show? Palestine battle is the new hype 5. was the land mine detonated? if this war ever ends won't humans in the future walk into some of these? 6. You know in 30 years time when someone dies to a landmine in Ukraine we gonna come back to this video 😂 7. You had me up until you said a frag mine is like a bouncing Betty or claymore 🤡😂","1) Inclined towards Ukraine
2) Neutral Sentiment
3) Inclined towards Russia
4) Unrelated/Cannot infer sentiment towards war
5) Neutral Sentiment
6) Inclined towards Ukraine
7) Neutral Sentiment",neutral sentiment,,,Neutral Sentiment,matched,Sentiment Matches: neutral sentiment
#ProtectCiviliansUkraine,7312843497072119046,2023-12-15,@petualang_z,Ukraine,🇷🇺 #russian #fypages #war,6051,77,81,,"1. have a question I don't see any casing coming out of gun after he shots also mine doesn't have that much smoke coming out of the barrel, 2. URAAAAA🇷🇺🇷🇺🇷🇺💖👏🏾 FREE PALESTINE🇵🇸🇵🇸🇵🇸💖👏🏾 (KENYA🇰🇪🇵🇸🇵🇸🇵🇸🇰🇪 3. đánh chiến hào ko phải đơn giản như trên uav quay 4. wala nmn kalaban 😅😅😅😅 5. I can’t believe this comment section saying “free Russia” when Russia is shooting unarmed civilians and committing war crimes 6. adesso la mossa migliore per la Russia è conquistare più ucraina possibile per rivenderla al migliore offerente 7. Roba da 1a Guerra Mondiale 😱","1) Neutral Sentiment
2) Inclined towards Russia
3) Neutral Sentiment
4) Neutral Sentiment
5) Inclined towards Ukraine
6) Inclined towards Russia
7) Neutral Sentiment",neutral sentiment,3. đánh chiến hào ko phải đơn giản như trên uav quay 6. adesso la mossa migliore per la Russia è conquistare più ucraina possibile per rivenderla al migliore offerente 7. Roba da 1a Guerra Mondiale 😱,"3) Neutral Sentiment 6) Inclined towards Russia
7) Neutral Sentiment",2) Inclined towards Russia,unmatched,Opposite Sentiments
#ProtectCiviliansUkraine,7289064372079447326,2023-10-12,@abitabouteverything,Ukraine,msta-s with reinforced protection #ukraine #russian #fyp #usa #viral,1004,37,22,,1. ốp gỗ nữa à ? 2. nice Target for the German PZH2000 and Himars 🇺🇦 🤝 🇩🇪 3. talk about coping mechanisms if they're using wood and a cope cage 😂 4. ще три накати треба зробити 😁 5. 🇷🇺🇷🇺🇷🇺💯💯💯👊 6. go Russ 7. it won't help you,"1) Unrelated/Cannot infer sentiment towards war
2) Inclined towards Ukraine
3) Unrelated/Cannot infer sentiment towards war
4) Inclined towards Ukraine
5) Inclined towards Russia
6) Inclined towards Russia
7) Neutral Sentiment",inclined towards ukraine,1. ốp gỗ nữa à ? 2. nice Target for the German PZH2000 and Himars 🇺🇦 🤝 🇩🇪 😂 4. ще три накати треба зробити 😁,1) Unrelated/Cannot infer sentiment towards war 2) Inclined towards Ukraine 4) Inclined towards Ukraine,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#ProtectCiviliansUkraine,7312796916893502762,2023-12-15,@teamgreen24,Ukraine,💚 Lviv. Martian field. We will never forget our heroes who gained freedom and protection for Ukraine! We remember the price of our freedom and independence. Eternal glory to all those who defended the state! 💚 #українськийтікток #zelenskyytok #зеленськийпрезидент #президентаУкраїни #lviv #львів,326,20,2,,"1. Oh my lord... So sad 🙏🇺🇦🙏 2. Вічна пам’ять Героям. 3. вічна слава героям ! 4. Вічна пам'ять Героям України! 🕯️🥀🙏🇺🇦🕯️🥀🙏🇺🇦 5. Вічна пам'ять загиблих Героїв 🙏🙏🙏🕯️🕯️ 6. вічна память героям 7. Вечная и Светлая Память, Героям Украины!🇺🇦 💐 Мягких Вам, Облаков!🙏🙏🙏 Вы, Увидите Солнце!🙏🙏🙏💐💐💐 8. Вистоїмо Переможемо Не забудемо! 9. vАІЧНА СЛАВА НАШИМ ГЕРОЯМ🔥🔥 10. Як боляче на це дивитися... Героям Слава!!!","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Ukraine
9) Inclined towards Ukraine
10) Inclined towards Ukraine",inclined towards ukraine,"2. Вічна пам’ять Героям. 3. вічна слава героям ! 4. Вічна пам'ять Героям України! 🕯️🥀🙏🇺🇦🕯️🥀🙏🇺🇦 5. Вічна пам'ять загиблих Героїв 🙏🙏🙏🕯️🕯️ 6. вічна память героям 7. Вечная и Светлая Память, Героям Украины!🇺🇦 💐 Мягких Вам, Облаков!🙏🙏🙏 Вы, Увидите Солнце!🙏🙏🙏💐💐💐 8. Вистоїмо Переможемо Не забудемо! 9. vАІЧНА СЛАВА НАШИМ ГЕРОЯМ🔥🔥 10. Як боляче на це дивитися... Героям Слава!!!","2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Ukraine
9) Inclined towards Ukraine
10) Inclined towards Ukraine",Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#RefugeesFromUkraine,7266257230796803374,2023-8-11,@yewleea,Ukraine,“Look at all of these rick Ukrainian refugees! The war is not real!!! I want my money back!” #ukraine #ukraine🇺🇦 #fyp #russia #viral #ukraineinvasion #рек #рекомендація #refugee,47600,974,3452,,"1. the more I listen to you, the more I realize that most people can't see the bigger picture... of this world. 2. my current guest has been at my place for over one point five years. I'll not let her go back until it's safe. because she's valued! Good thing she doesn't want 3. Perfect words 💙💛 4. very well put about jobs! no one in Canada would work at factory with an engineering degree, but my dad has to 5. Thank you! I wish more people would see that 6. as usual brilliant explanation you doing great job! keep it up! 7. Thank you for sharing. I’ve worked in refugee resettlement for almost 20 years and am always shocked how little people understand displacement. 8. Thank you for the truth!","1) Neutral Sentiment
2) Inclined towards Peace
3) Inclined towards Ukraine
4) Neutral Sentiment
5) Inclined towards Peace
6) Neutral Sentiment
7) Inclined towards Peace
8) Inclined towards Peace",inclined towards peace,,,1) Inclined towards Ukraine,unmatched,Opposite Sentiments
#RefugeesFromUkraine,7223668268349918469,2023-4-19,@irisssskai,Ukraine,#uk #ukrainiangirl #refugees,1423,425,23,,"1. tbf I find it difficult living in England and I was born here. 2. It is very hard changing countries, I’m sorry you were forced to move but we are happy to have you here. I hope we have been kind. 🥰 3. can you name what you find very different, I'd love to learn about the differences in cultures 4. you seem to be doing ok here well done 👏 🥰 5. We support you!! ❤️❤️❤️❤️👍👍👍👍 6. your happily welcome in our country all that we ask is respect and kindness as long as you have those qualitys we are perfectly happy to have you ❤️ 7. You’re in my area! I hope everyone is making you feel welcome 🥰","1) Neutral Sentiment
2) Inclined towards Peace
3) Neutral Sentiment
4) Inclined towards Peace
5) Inclined towards Peace
6) Inclined towards Peace
7) Inclined towards Peace",inclined towards peace,,,Inclined towards Ukraine,unmatched,Opposite Sentiments
#RefugeesFromUkraine,7085873970708221226,2022-4-12,@theluncheonlawyer,Ukraine,#immigrationlawyer #immigrationattorney #ukraine #refugee #lawtok #immigrationjourney #immigration #lawtok #tiktoklawyer #attorneysoftiktok #legaltiktok,25500,456,321,,"1. Every bit of this! Haitian refugees are met with whips and YT refugees met w/ “open arms” 2. I have not been able to follow much of this since I saw black ppl being turned away at the Ukrainian train stations..nah..im good y’all 3. “Complexion for the protection”… amazing 4. there's ppl in at the southern border still waiting to be processed for asylum but they aren't being let in due to ""COVID risk"" 5. whatever happened to DACA👀👀👀 6. The profile pic 😭. But hb they welcome more African and Hispanic/Latino immigrants 7. Could we send them to Ohio or North Dakota then? 8. say it louder for the Somali and Ethiopian refs in back! Why tf they only sent to DC or the Midwest? CA needs more African refs, not racists.","1) Inclined towards Ukraine
2) Inclined towards Russia
3) Neutral Sentiment
4) Inclined towards Peace
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Peace
8) Inclined towards Ukraine",inclined towards ukraine,,,Neutral Sentiment,unmatched,inclined towards ukraine
#RefugeesFromUkraine,7159236681240005894,2022-10-27,@makhnachov,Ukraine,Write something for him 🇨🇦?#canada_life🇨🇦 #ukraine🇺🇦 #saskatchewan #regina #toronto #wintercanada🇨🇦 #vancoverbc #canada #fromukraine🇺🇦 #newcanada #newcanadians @Andrian Makhnachov,196900,1504,387,,"1. Take him trick or treating and just buy a slushie before they run out🥺 2. Best part is he is safe & with family who love him & will continue to keep him safe ❤️ 3. You can take him trick or treating on the 31st 🥰 people hand out candy you just go door to door !! 4. this made me cry. That sweet boy so exhausted mentally, emotionally and. physically 5. definitely gotta take him trick or treating on Halloween! 6. I'm so glad he is now safe 7. by himself??😭 that would of been so scary! what a brave kid 8. Welcome to 🇨🇦! It makes a lot of sense that it would be emotional to you! Your and your family’s whole lives have been changed so much this year!","1) Inclined towards Peace
2) Inclined towards Ukraine
3) Inclined towards Peace
4) Neutral Sentiment
5) Inclined towards Peace
6) Inclined towards Peace
7) Inclined towards Peace
8) Neutral Sentiment",inclined towards peace,,,Inclined towards Ukraine,unmatched,Opposite Sentiments
#StandWithUkrainianFamilies,7312501652257361195,2023-12-14,@family_from_ukraine,Ukraine,Thank you for warchong ☺️ awaiting for your feedback #ukraine #refugee #greencard,2041,377,33,,"1. Buddy, you are why America is the great place that it is! I've been so happy to follow your journey, and we are all on your side. You will do great! 2. I'm glad you're here 3. Have you explored trade jobs? There is a labor shortage in the skilled trades (ie plumbing, mechanics, etc) so it may be a path to a green card. 4. I’m eager to continue following your journey and see how this works out for you and your family. You’re gonna do fine. I’m glad you chose to stay.👍 5. Welcome to the 🇺🇸 6. That is very interesting. You have a very good attitude, you should do well in America. Deciding on your goal and having a plan is most important. 7. Yes, our immigration process needs an overhaul, but I hope you and your family are able to stay 💕","1. Inclined towards Ukraine
2. Inclined towards Peace
3. Neutral Sentiment
4. Inclined towards Peace
5. Inclined towards Ukraine
6. Inclined towards Ukraine
7. Inclined towards Peace",mixed sentiments,,,1) Inclined towards Ukraine,unmatched,Mixed Sentiments
#StandWithUkrainianFamilies,7318882722133396779,2023-12-31,@larysako,Ukraine,Second largest Ukrainian community in the U.S. lives in #chicago #michiganavenue #ukrainiansinchicago #united24 #supportukraine #standwithukraine #warinukraine #ukraineaid #solidarity,322,208,3,,"1. ВСЕ БУДЕ УКРАЇНА 2. fuck ukraine 3. Every single human on the planet supports Ukraine. 4. Ukraine and Palestinian should be up there 5. Weird how you don’t see Ukrainians blocking highways 6. Now have syria, palestine and lebanon 7. Cause it's the best way to make money now😅 8. Ukraine we are with you","1) Inclined towards Ukraine
2) Inclined towards Russia
3) Inclined towards Ukraine
4) Inclined towards Peace
5) Neutral Sentiment
6) Inclined towards Peace
7) Unrelated/Cannot infer sentiment towards war
8) Inclined towards Ukraine",inclined towards ukraine,1. ВСЕ БУДЕ УКРАЇНА,1) Inclined towards Ukraine,1) Inclined towards Ukraine,unmatched,Sentiment Matches: inclined towards ukraine
#WarCrimesInUkraine,7187535645684895018,2023-1-11,@npr,Ukraine,Dozens of shells remain in Kharkiv as evidence of war crimes in Ukraine. #NPR #Ukraine,8320,1023,68,,"1. 😂😂😂 and we believe you 2. This is war what you expect to throw stones and arrows? 3. the same happened in Iraq several decades ago ? 4. How are empty cases evidence of war crimes, who knows who fired those shells? 5. you could not pay me to believe you 6. Trust me bro 7. THAT IS WAR CRIMES IF ITS TRUE 8. Oh, so George Santos is claiming to be an npr war correspondence now? 9. so america hasnt done this in all its wars???😂","1) Neutral Sentiment
2) Inclined towards Ukraine
3) Inclined towards Russia
4) Neutral Sentiment
5) Inclined towards Ukraine
6) Neutral Sentiment
7) Inclined towards Peace
8) Inclined towards Ukraine
9) Inclined towards Russia",inclined towards ukraine,,,1) Inclined towards Ukraine,unmatched,Sentiment Matches: inclined towards ukraine
#WarCrimesInUkraine,7320082434530250026,2024-1-3,@100wordsofwisdom,Ukraine,War crimes # wat in Ukraine #,1401,712,48,,"1. What is nato without turkey 2. Its a matter of trust, if you have US warships in south of Turkey and have UK warships in North everyone can think whats next step is… 3. Regarding the Montreal agreement in situation like war the Bosphorus remain closed to involved countries to avoid worldwar 4. I think this is a case of Turkey applying a long standing rule without fear or favour and I can respect that… 5. 💀 I think we are finding out who the world boss is and it's not US 💀 6.  turkey 💪💪💪💪💪💪👌👌👍 7. if turkiye wasn't stop those ships all the black sea area will be very big dangerous zone.","1) Neutral Sentiment 
2) Inclined towards Peace 
3) Neutral Sentiment
4) Inclined towards Peace 
5) Neutral Sentiment 
6) Inclined towards Ukraine 
7) Inclined towards Peace",mixed sentiments,,,Inclined towards Ukraine,unmatched,Mixed Sentiments
#WarCrimesInUkraine,7335913446233378094,2024-2-15,@peteralexievich,Ukraine,"#greenscreen GIMME A MINUTE February 15th Day 720 Russian War of Aggression against the people of Ukraine. Please Like, Follow, Share for more updates from Ukraine #standwithukraine #russianwarcrimes #frontlineupdate #russiaswarinukraine #ukraine #russiaswar #counteroffensive #fyp #IBelieveInUkraine #IBelieveInUkraine #StarveTheTrolls",5303,264,253,,"1. They need it!!💪🇺🇦🇺🇦💪 2. a MUST for every country! (it's a shame and sooo sad that it's still not available for so many people in some countries) 3. Because they’ve understood it can help to treat ptsd 4. Canada is 100% legal doesnt need to be medical for it to be legal 5. We have to save Ukraine 🙏 6. Peter, I’ve never seen you so happy 😂👍 7. 😂😂😂😂😂😂 go easy on the cones! jokes aside this is a progressive move. Go Ukraine! 8. as a huge pot head I love it, but they moat likely did it to ease stress","1) Inclined towards Ukraine
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Inclined towards Ukraine
6) Neutral Sentiment
7) Neutral Sentiment
8) Inclined towards Ukraine",neutral sentiment,,,Inclined towards Ukraine,unmatched,Opposite Sentiments
#WarCrimesInUkraine,7299080282055986434,2023-11-8,@pappaponders,Ukraine,#prayforukraine #supportukraine #unite4ukraine #europeanunion #ukraine #russiawar #ruscistterrorism #ruscism #warcrimesinukraine #ukraina #ruscistgenocide #armukrainenow #isolaterussia #banrussia #boycottrussia,1208,879,59,,1. you r correct but Europe should get out of nato before is too late 2. Slava Ukraini from Canada 🇺🇦 🇨🇦 ♥️ 3. Western Puppets... 4. poo guu no eat 💩💩💩💩 pichas kill ok 5. Wow! Slava Ukraine. 🇵🇭🇺🇦 6. Thank you sir. Ukrainians only want peace and to contribute to the good of Europe! 7. wonderful 😂😂 let us add corruption to the holy western values you hypocrite 🤮😡,"1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Russia
4) Unrelated/Cannot infer sentiment towards war
5) Inclined towards Ukraine
6) Inclined towards Peace
7) Inclined towards Russia",inclined towards ukraine,,,1) Inclined towards Ukraine,unmatched,Sentiment Matches: inclined towards ukraine
#EndTheBloodshedUkraine,7283178572854938923,2023-9-26,@lovemypitty,Ukraine,When America arms Ukraine it weakens Russia and its allies. #us #arms #republicansupport #ukraine #supportukraine #bebravelikeukraine #standwithukraine #ukrainestrong #savethechildren #endtheoccupation #ukrainewillwin,226,9,6,,"1. This is so true! Russia and China are the US, Western Europe and NATO biggest threats! 2. This is the best deal our defense has ever achieved. 🇺🇸🇺🇦🇺🇸🇺🇦🇺🇸 3. The US is doing good business, selling a lot of oil, gas and military gear😏 4. Thank you, but Trumpers are fed a line and they can’t think without Trump, and Trump stands by his good friend Putin🤬 5. 🇺🇸We also get to test our new equipment in action 6. 🫡🇺🇸🇺🇦","1) Inclined towards Russia
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Inclined towards Russia
5) Neutral Sentiment
6) Inclined towards Ukraine",mixed sentiments,,,Inclined towards Russia,unmatched,Mixed Sentiments
#EndTheBloodshedUkraine,7068322793347239174,2022-2-24,@jake_land1994,Ukraine,Ukraine is under attack #russia #ukraine #war #putin #bloodshed #FYP #foryoupage #uk #borisjohnson #sad #presidentputin #conflict #civillians 😵🇺🇦,1467,109,173,,1. hope your okay I fell so bad. I don't live there but I. wm shaking 2. Stay strong sending prayers 3. The whole world 🌎 is on your side 🥰🥺 4. OMG 😱 prayers are with you all 🥰 5. God helping 😌 6. We are beyond u Ukraine 🇺🇦 💛💙💛💙💛💙💛 7. Jesus how horrific!! Sending so much love to everyone over there!! ♥️ 8. eh why did y'all make Russian mad? 9. so sad I pray God watches over yous🥰🥰🥰🥰🥰 10. Prayers for Ukraine 🇺🇦🇩🇪🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿🇨🇦🇮🇪🇫🇷,"1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Neutral Sentiment
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Russia
9) Inclined towards Ukraine
10) Inclined towards Ukraine",inclined towards ukraine,,,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#EndTheBloodshedUkraine,7257795881926266154,2023-7-20,@davidpakmanshow,Ukraine,Trump Reveals How He'll End the Russo-Ukrainian War in 24 Hours #donaldtrump #russia #ukraine #davidpakman,3110,431,123,,"1. Zelenskyy laughed in a interview when he was told what trump said. 2. What's stopping him from telling him now ? 3. I Wonder what would of happened if Russia just decided Alaska was theirs again, would he just settle for that too? 4. 😂 Up here in Canada we just laugh and laugh at him 5. Bro is going to have serious withdrawals in jail. 6. The way he let taliban prisoners out of jail and gave them afghanistan 7. And his supporters believe him. 8. At least for Trump, it’s more important for people to stop dying, money being used for war and economy in shambles than to be obsessed with weakening","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Russia
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Peace
7) Inclined towards Ukraine
8) Inclined towards Peace",inclined towards ukraine,,,Inclined towards Peace,unmatched,Opposite Sentiments
#EndTheBloodshedUkraine,7335193343779048750,2024-2-13,@wffnews,Ukraine,"Follow the 💰💰💰 #News #TikTokNews #BreakingNews #Russia #Ukraine #Israel #Money #Peace #Negotiations #Bill #Foreign #8 #Border #FYP #ForYou #ForYourPage ##greenscreen##usa
",1925,306,133,,1. We need Trump NOW !!!! 2. No peace until these politicians launder more money 3. no them politicians does not want peace for Ukraine they want to continue to make money 4. It's true. Military industrial complex needs to get payed. War is number 1 revenue. 5. No peace ever! Peace is not good for profits and the military industrial complex. 😂 6. So the US taking wars to anywhere the Dollar has gone 😂😂😂. 7. More aid more money for people in the government 😉 8. War makes them helllaaaa money,"1) Inclined towards Ukraine
2) Inclined towards Peace
3) Inclined towards Ukraine
4) Inclined towards Peace
5) Inclined towards Peace
6) Neutral Sentiment
7) Neutral Sentiment
8) Inclined towards Peace",inclined towards peace,,,Neutral Sentiment,unmatched,inclined towards peace
#UNInterventionNeededUkraine,7343923702712569121,2024-3-9,@newsspecial24,Ukraine,"Serdar Somuncu zum Ukraine KonfliktIst wirklich alles so wie die USA hörige Medien und Politiker, vor allem aber die von uns finanzierte GEZ Medien euch erzählen? Hier kleine Zusammenfassung Ukraine (EU/USA) und Russland Krieg",4096,366,1172,,"1. Respekt du sprichst es aus 2. Das ist sein Karrierende. 3. Du hast so Recht, nur leider will das keine verstehen 4. Serdar du bist ein richtiger Mann 5. Der hat vollkommen Recht 👍👍👍 6. Respekt 👍 genau so sieht nämlich aus 7. Du hast so recht.. die Politiker wissen genau was sie tun. Will keiner wahrhaben oder sehen 8. tja die Wahrheit tut manchmal weh 😳😳😳😈 9. Klasse redete Wahrheit Respekt 👍","1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Neutral Sentiment
6) Neutral Sentiment
7) Neutral Sentiment
8) Neutral Sentiment
9) Inclined towards Ukraine",neutral sentiment,"1. Respekt du sprichst es aus 2. Das ist sein Karrierende. 3. Du hast so Recht, nur leider will das keine verstehen 4. Serdar du bist ein richtiger Mann 5. Der hat vollkommen Recht 👍👍👍 6. Respekt 👍 genau so sieht nämlich aus 7. Du hast so recht.. die Politiker wissen genau was sie tun. Will keiner wahrhaben oder sehen 8. tja die Wahrheit tut manchmal weh 😳😳😳😈 9. Klasse redete Wahrheit Respekt 👍","1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Neutral Sentiment
6) Neutral Sentiment
7) Neutral Sentiment
8) Neutral Sentiment
9) Inclined towards Ukraine",2) Inclined towards Russia,unmatched,Opposite Sentiments
#UNInterventionNeededUkraine,7282891425908411690,2023-9-25,@btnewsroom,Ukraine,"Striking for a US president to stand at the UN and with a straight face champion the ""sovereignty [and] territorial integrity"" of ""every nation, no matter how big or small.” What about the multitude of recent US invasions around the world? Watch the full episode on YouTube: ‘Zelensky in Washington: US Prepares to Escalate Ukraine War’ #UN #UNGA #UNGA78 #Biden #USIntervention #NATO #USEmpire #UkraineWar",580,44,33,,"1. Hearing Joe and thinking about the kingdom of Hawai’i 2. It's actually good when we do it 3. Not to mention Ukraine is no longer having elections and banned the opposing party and we keep sending BILLIONS to one of the most corrupt country’s 4. especially when the US is built on stolen land and continues to trample indigenous sovereignty 5. Follow the US constitution and give freedom to Puerto Rico. And fix the annexation of Hawaii giving back to Hawaii the right to be called a country 6. You want to enjoy the fruits of capitalism but do none of the house cleaning? You’re the hypocrite. 7. ignores Palestine, ignores Pakistani war crimes in Bangladesh, ignores Irish Republic. allows companies to exploit african nations. 😳😳","1) Unrelated/Cannot infer sentiment towards war
2) Neutral Sentiment
3) Inclined towards Ukraine
4) Inclined towards Peace
5) Inclined towards Peace
6) Neutral Sentiment
7) Neutral Sentiment",neutral sentiment,,,Inclined towards Ukraine,unmatched,Opposite Sentiments
#UNInterventionNeededUkraine,7070584815032257838,2022-3-2,@harryjsisson,Ukraine,"Breaking news. 2:20 pm, 3/2 #greenscreen #fyp #CorollaCrossStep",5969,148,28,,"1. If they don’t have to why did they do this vote 2. What will they do when Russia doesn’t listen is the question 3. Those 5 didn’t pass the vibe check  4. Wait, who are those five?!? 5. who voted no 6. what's the un gonna do 7. 35 or so abstained from voting. They're complicit. 8. CHINA DIDNT VOTE NOO? 9. Mate. Russia do what they want 10. Has the UN tried sending a sternly written letter?","1) Neutral Sentiment
2) Inclined towards Russia
3) Neutral Sentiment
4) Neutral Sentiment
5) Neutral Sentiment
6) Neutral Sentiment
7) Inclined towards Ukraine
8) Neutral Sentiment
9) Inclined towards Russia
10) Neutral Sentiment",neutral sentiment,,,Neutral Sentiment,matched,Sentiment Matches: neutral sentiment
#UNInterventionNeededUkraine,7068394164110740782,2022-2-24,@.bloxcast,Ukraine,#ukraine #russia #un #eu,1092,93,7,,"1. Hopefully America joins in cause let's be honest Ukraine doesn't stand a chance. 2. well thats no good... 3. I want American to stay out of it, yet it seems like we need to help. I feel conflicted 4. That’s not a “leftist tactic”’to call everyone Nazis, it’s a Soviet one that leftists adopted. It never left Russian propoganda after the USSR failed. 5. how do you denazification a country with a Jewish leader 6. This is what we get for making weapons evil people will use them for no good 7. CAP Japan has experienced it at least twice 🥴","1) Inclined towards Ukraine
2) Inclined towards Russia
3) Neutral Sentiment
4) Neutral Sentiment
5) Neutral Sentiment
6) Inclined towards Peace
7) Unrelated/Cannot infer sentiment towards war",neutral sentiment,,,Neutral Sentiment,matched,Sentiment Matches: neutral sentiment
#UNInterventionNeededUkraine,7339750303983537451,2024-2-25,@nb.news.711118,Ukraine,#poland#russia#ukraine #un#unitednations #europe,127,17,2,,"1. Coming from those who said Iraq has weapons of mass destruction lol 2. France’s President, Emmanuel Macron, said on Monday he refused to rule out sending ground troops to Ukraine 3. there is nothing they can do against Russia 4. EU leaders are on the usa payroll nato are just a private army to America to fight wars they start to save their dollars 🤔 5. Polish rep demolished Russian narrative. 😂 6. Sad but Russian information is true. 7. Zelensky the clown 8. Long live Russia from New Zealand","1. Inclined towards Russia
2. Inclined towards Ukraine
3. Inclined towards Russia
4. Neutral Sentiment
5. Inclined towards Russia
6. Inclined towards Russia
7. Inclined towards Russia
8. Inclined towards Russia",inclined towards russia,,,Neutral Sentiment,unmatched,inclined towards russia
#СлаваУкраїні #НіВійні,7305072535585000737,2023-11-24,@eglusikxter,Ukraine,"🇺🇦У Ніжині встановили пам’ятник Герою України (посмертно), бійцю 119 окремої бригади територіальної оборони, Олександру Мацієвському!

Його окупанти безжально розтрілялили за гасло «Слава Україні» та зняли це на відео.

Вічна слава Герою🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦

#Вічнаславагерою🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦
#славаукраїні🇺🇦🇺🇦🇺🇦
#героямслава🇺🇦💙💛",479,13,7,,1. Слава Героям Украины 2. Вічна пам'ять героям 3. героям слава вічна пам'ять 🇺🇦😢😢😢😢 4. Вічна Пам'ять Героям 5. вічна память 6. Вічна пам'ять Героям України. 7. ВІЧНА ПАМ'ЯТЬ ГЕРОЯМ,"1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Ukraine",inclined towards ukraine,1. Слава Героям Украины 2. Вічна пам'ять героям 3. героям слава вічна пам'ять 🇺🇦😢😢😢😢 4. Вічна Пам'ять Героям 5. вічна память 6. Вічна пам'ять Героям України. 7. ВІЧНА ПАМ'ЯТЬ ГЕРОЯМ,"1) Inclined towards Ukraine
2) Inclined towards Ukraine
1) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
2) Inclined towards Ukraine
4) Inclined towards Ukraine",1) Inclined towards Ukraine,unmatched,Sentiment Matches: inclined towards ukraine
